"id","name","business_status","formatted_address","city","website","geometry_location_lat","geometry_location_lng","geometry_viewport_northeast_lat","geometry_viewport_northeast_lng","geometry_viewport_southwest_lat","geometry_viewport_southwest_lng","opening_hours_open_now","place_id","plus_code_compound_code","plus_code_global_code","price_level","rating","reference","types","user_ratings_total","normalized_name","master_business_id"
1,"Uptown Social House","OPERATIONAL","1900 Walkers Line, Burlington, ON L7M 4W5, Canada"," Burlington","https://uptownsocialhouse.ca/","43.37840000","-79.80550000","43.37980000","-79.80420000","43.37710000","-79.80690000",False,"ChIJlcR9YQthK4gRKXAzDspNXK4","95HV+9R Burlington, Ontario","87M295HV+9R",2,"4.4","ChIJlcR9YQthK4gRKXAzDspNXK4","meal_takeaway",556,"uptown social house",223
2,"Mount Royal Family Restaurant","OPERATIONAL","2029 Mt Forest Dr, Burlington, ON L7P 1H4, Canada"," Burlington",NULL,"43.34788000","-79.82740000","43.34921000","-79.82600000","43.34651000","-79.82870000",True,"ChIJbdwmiPdhK4gRqi0e2pbI0LA","85XF+52 Burlington, Ontario","87M285XF+52",1,"4.2","ChIJbdwmiPdhK4gRqi0e2pbI0LA","restaurant",711,"mount royal family restaurant",269
179,"Downtown Bistro & Grill | Casual Fine Dining","OPERATIONAL","441 Elizabeth St, Burlington, ON L7R 2L8, Canada"," Burlington","https://downtownbistro.ca/","43.32661000","-79.79660000","43.32793000","-79.79530000","43.32523000","-79.79800000",False,"ChIJJ3hmZiWeLIgREL1009fY8pw","86G3+M9 Burlington, Ontario","87M286G3+M9",2,"4.6","ChIJJ3hmZiWeLIgREL1009fY8pw","restaurant",359,"downtown bistro & grill | casual fine dining",618
180,"MYTHOS Greek Cuisine | Wine Bar","OPERATIONAL","3500 Fairview St, Burlington, ON L7N 2R5, Canada"," Burlington",NULL,"43.35832000","-79.78040000","43.35975000","-79.77920000","43.35705000","-79.78190000",False,"ChIJB0KuBN2dLIgRV6-5oTe0yUc","9659+8R Burlington, Ontario","87M29659+8R",2,"4.3","ChIJB0KuBN2dLIgRV6-5oTe0yUc","restaurant",1147,"mythos greek cuisine | wine bar",531
181,"Sunset Bistro On The Waterfront","OPERATIONAL","399 Elizabeth St Unit 3, Burlington, ON L7R 0A4, Canada"," Burlington","https://sunsetbistro.ca/","43.32528000","-79.79460000","43.32661000","-79.79310000","43.32391000","-79.79580000",True,"ChIJnUpjlqufLIgRdHb1QdwMC-0","86G4+45 Burlington, Ontario","87M286G4+45",NULL,"4.3","ChIJnUpjlqufLIgRdHb1QdwMC-0","restaurant",187,"sunset bistro on the waterfront",573
182,"Lugano Pizza","OPERATIONAL","353 Brant St, Burlington, ON L7R 2E7, Canada"," Burlington",NULL,"43.32480000","-79.79630000","43.32610000","-79.79500000","43.32340000","-79.79770000",False,"ChIJ492AG9w0K4gRxacJBMiGRIg","86F3+WF Burlington, Ontario","87M286F3+WF",1,"4.5","ChIJ492AG9w0K4gRxacJBMiGRIg","meal_takeaway",543,"lugano pizza",541
183,"Lucky Wok","OPERATIONAL","4033 New St, Burlington, ON L7L 1S8, Canada"," Burlington",NULL,"43.35441000","-79.76910000","43.35580000","-79.76770000","43.35310000","-79.77040000",False,"ChIJLY_V10ZgK4gRtbS1bWeL0bw","963J+Q9 Burlington, Ontario","87M2963J+Q9",1,"3.6","ChIJLY_V10ZgK4gRtbS1bWeL0bw","restaurant",214,"lucky wok",584
184,"China Star","OPERATIONAL","728 Burloak Dr, Burlington, ON L7L 6P3, Canada"," Burlington",NULL,"43.38853000","-79.74840000","43.38990000","-79.74700000","43.38720000","-79.74970000",False,"ChIJczUrY6JgK4gRoYN8js-I5sU","97Q2+CJ Burlington, Ontario","87M297Q2+CJ",1,"3.8","ChIJczUrY6JgK4gRoYN8js-I5sU","restaurant",110,"china star",770
185,"Daytime Grill","OPERATIONAL","1860 Appleby Line, Burlington, ON L7L 0B7, Canada"," Burlington",NULL,"43.39122000","-79.78820000","43.39261000","-79.78690000","43.38991000","-79.78960000",True,"ChIJ6fZBzSFhK4gRmT6cwkm7Y6E","96R6+FP Burlington, Ontario","87M296R6+FP",1,"4.2","ChIJ6fZBzSFhK4gRmT6cwkm7Y6E","restaurant",294,"daytime grill",213
186,"Charcoal Pit","OPERATIONAL","2031 Lakeshore Rd., Burlington, ON L7R 0A4, Canada"," Burlington",NULL,"43.32523000","-79.79510000","43.32657000","-79.79370000","43.32387000","-79.79640000",False,"ChIJG9AI4C-eLIgROUI8T9CVWgo","86G3+3X Burlington, Ontario","87M286G3+3X",1,"4.3","ChIJG9AI4C-eLIgROUI8T9CVWgo","restaurant",1141,"charcoal pit",270
187,"Zesty - Shawarma Saj Catering","OPERATIONAL","3505 Upper Middle Rd, Burlington, ON L7M 4C6, Canada"," Burlington",NULL,"43.37994000","-79.80800000","43.38127000","-79.80660000","43.37857000","-79.80930000",False,"ChIJAQz5R3NhK4gRg0YBZAS3c0c","95HR+XR Burlington, Ontario","87M295HR+XR",1,"4.5","ChIJAQz5R3NhK4gRg0YBZAS3c0c","restaurant",977,"zesty - shawarma saj catering",536
188,"Sultan's Wings & Kabob Shop","OPERATIONAL","1500 Upper Middle Rd, Burlington, ON L7P 3P5, Canada"," Burlington",NULL,"43.35595000","-79.84500000","43.35734000","-79.84370000","43.35464000","-79.84640000",False,"ChIJu3ShXhZiK4gRMKi3sLQQH4M","9544+92 Burlington, Ontario","87M29544+92",1,"4.6","ChIJu3ShXhZiK4gRMKi3sLQQH4M","restaurant",658,"sultan's wings & kabob shop",155
189,"Sea Shanty Fish & Chips","OPERATIONAL","2455 Mt Forest Dr, Burlington, ON L7P 1J7, Canada"," Burlington",NULL,"43.35972000","-79.81580000","43.36102000","-79.81430000","43.35832000","-79.81700000",False,"ChIJRQwuy5NhK4gRyJ-bqtcktp4","955M+VM Burlington, Ontario","87M2955M+VM",1,"4.4","ChIJRQwuy5NhK4gRyJ-bqtcktp4","restaurant",279,"sea shanty fish & chips",369
190,"Zesty - Shawarma & Halal Grill","OPERATIONAL","4033 New St, Burlington, ON L7L 1S8, Canada"," Burlington",NULL,"43.35451000","-79.76930000","43.35593000","-79.76780000","43.35323000","-79.77050000",False,"ChIJHYEqKEdgK4gRwKjLRew1UhM","963J+R7 Burlington, Ontario","87M2963J+R7",1,"4.7","ChIJHYEqKEdgK4gRwKjLRew1UhM","restaurant",933,"zesty - shawarma & halal grill",536
191,"Chef Grande Mediterranean Cuisine","OPERATIONAL","676 Appleby Line e103, Burlington, ON L7L 6J9, Canada"," Burlington",NULL,"43.37156000","-79.76170000","43.37293000","-79.76050000","43.37023000","-79.76320000",False,"ChIJnfSIzopgK4gRQ6TWjPrJMEo","96CQ+J8 Burlington, Ontario","87M296CQ+J8",1,"4.5","ChIJnfSIzopgK4gRQ6TWjPrJMEo","restaurant",887,"chef grande mediterranean cuisine",755
192,"Mike & Vydia's Sandwich Garden","OPERATIONAL","1122 International Blvd, Burlington, ON L7L 6Z8, Canada"," Burlington",NULL,"43.39169000","-79.76230000","43.39314000","-79.76100000","43.39044000","-79.76370000",False,"ChIJvYSWY79gK4gRPc71zbsivE8","96RQ+M3 Burlington, Ontario","87M296RQ+M3",1,"4.8","ChIJvYSWY79gK4gRPc71zbsivE8","restaurant",239,"mike & vydia's sandwich garden",46
193,"Sakis Mediterranean & Greek Restaurant","OPERATIONAL","645 Plains Rd E, Burlington, ON L7T 4J5, Canada"," Burlington",NULL,"43.32294000","-79.83210000","43.32424000","-79.83070000","43.32155000","-79.83340000",False,"ChIJZ-5emuGdLIgRENkc6vxIhcY","85F9+55 Burlington, Ontario","87M285F9+55",1,"4.6","ChIJZ-5emuGdLIgRENkc6vxIhcY","restaurant",740,"sakis mediterranean & greek restaurant",740
194,"Babaz+","OPERATIONAL","4000 Mainway, Burlington, ON L7M 4B9, Canada"," Burlington",NULL,"43.37182000","-79.79420000","43.37325000","-79.79280000","43.37055000","-79.79550000",False,"ChIJWWJaGqhhK4gRG793CcVMFcA","96C4+Q7 Burlington, Ontario","87M296C4+Q7",1,"4.4","ChIJWWJaGqhhK4gRG793CcVMFcA","restaurant",307,"babaz+",581
195,"Pho Mi T&T","OPERATIONAL","583 Brant St, Burlington, ON L7R 2G6, Canada"," Burlington",NULL,"43.32973000","-79.80240000","43.33110000","-79.80110000","43.32840000","-79.80380000",False,"ChIJpawHlSOeLIgRX7eLH_7BNXE","85HX+V3 Burlington, Ontario","87M285HX+V3",1,"4.3","ChIJpawHlSOeLIgRX7eLH_7BNXE","restaurant",605,"pho mi t&t",715
196,"Waffle House","OPERATIONAL","2701 Alamance Rd, Burlington, NC 27215, United States"," Burlington",NULL,"36.06433000","-79.46990000","36.06551000","-79.46840000","36.06281000","-79.47110000",True,"ChIJ1b6D_P0rU4gRgWpsFZA-WeQ","3G7J+P2 Burlington, North Carolina, USA","87823G7J+P2",1,"4.1","ChIJ1b6D_P0rU4gRgWpsFZA-WeQ","meal_takeaway",1121,"waffle house",420
197,"Costco Food Court","OPERATIONAL","1225 Brant St, Burlington, ON L7P 5C7, Canada"," Burlington",NULL,"43.34435000","-79.82170000","43.34568000","-79.82070000","43.34298000","-79.82340000",True,"ChIJU2GPVvphK4gRVRgzWRX6LoM","85VH+P8 Burlington, Ontario","87M285VH+P8",1,"4.3","ChIJU2GPVvphK4gRVRgzWRX6LoM","meal_takeaway",17,"costco food court",79
198,"Tha Spice is Right","CLOSED_TEMPORARILY","5353 Lakeshore Rd. #24, Burlington, ON L7L 1C8, Canada"," Burlington",NULL,"43.36776000","-79.73300000","43.36890000","-79.73150000","43.36620000","-79.73420000",NULL,"ChIJH-slwixeK4gRD1etGwWMnO0","9798+4Q Burlington, Ontario","87M29798+4Q",1,"4.3","ChIJH-slwixeK4gRD1etGwWMnO0","restaurant",63,"tha spice is right",694
199,"Bo's Sports Bar","OPERATIONAL","419 Dundas St E, Waterdown, ON L0R 2H1, Canada"," Waterdown",NULL,"43.34080000","-79.88460000","43.34212000","-79.88320000","43.33942000","-79.88590000",False,"ChIJmw5rmiydLIgRQYBw_MfWoNI","84R8+85 Hamilton, Ontario","87M284R8+85",1,"4.5","ChIJmw5rmiydLIgRQYBw_MfWoNI","bar",197,"bo's sports bar",604
200,"Jitterbug Cafe","OPERATIONAL","35 Main St N, Waterdown, ON L0R 2H0, Canada"," Waterdown",NULL,"43.33424000","-79.89430000","43.33559000","-79.89300000","43.33289000","-79.89570000",False,"ChIJX6o51ISELIgRjyfLg1HiJlo","84M4+M7 Hamilton, Ontario","87M284M4+M7",1,"4.7","ChIJX6o51ISELIgRjyfLg1HiJlo","cafe",189,"jitterbug cafe",528
201,"Dragon Island Chinese Restaurant","OPERATIONAL","115 Hamilton St N Unit 9, Waterdown, ON L0R 2H5, Canada"," Waterdown","https://www.dragonisland.ca/","43.33513000","-79.90380000","43.33655000","-79.90240000","43.33385000","-79.90510000",False,"ChIJqSQ0u1ydLIgRLUiYuNVGFQ4","83PW+3F Hamilton, Ontario","87M283PW+3F",1,"3.5","ChIJqSQ0u1ydLIgRLUiYuNVGFQ4","meal_takeaway",108,"dragon island chinese restaurant",51
202,"AB Sports Bar","OPERATIONAL","2000 Appleby Line, Burlington, ON L7L 6M6, Canada"," Burlington",NULL,"43.39366000","-79.79120000","43.39503000","-79.79000000","43.39233000","-79.79270000",False,"ChIJH971MSJhK4gRNS34fJ5aJ0g","96V5+FG Burlington, Ontario","87M296V5+FG",2,"4.0","ChIJH971MSJhK4gRNS34fJ5aJ0g","bar",746,"ab sports bar",247
203,"Shooterville Billiards Bar & Grill","OPERATIONAL","1400 Plains Rd E #202, Burlington, ON L7R 3P8, Canada"," Burlington",NULL,"43.33651000","-79.81780000","43.33796000","-79.81660000","43.33526000","-79.81930000",False,"ChIJ4cSAVx2eLIgRLDREcSjjzYo","85PJ+JV Burlington, Ontario","87M285PJ+JV",2,"4.3","ChIJ4cSAVx2eLIgRLDREcSjjzYo","bar",462,"shooterville billiards bar & grill",126
204,"Applestone Pizzeria","OPERATIONAL","1900 Appleby Line, Burlington, ON L7L 0B7, Canada"," Burlington",NULL,"43.39152000","-79.78910000","43.39291000","-79.78760000","43.39021000","-79.79030000",False,"ChIJHYAfih9hK4gRvNsNpdW94bo","96R6+J9 Burlington, Ontario","87M296R6+J9",2,"4.6","ChIJHYAfih9hK4gRvNsNpdW94bo","meal_delivery",383,"applestone pizzeria",220
205,"Jasmine Rice","OPERATIONAL","777 Guelph Line, Burlington, ON L7R 4K2, Canada"," Burlington",NULL,"43.34770000","-79.79330000","43.34918000","-79.79170000","43.34648000","-79.79440000",False,"ChIJyeuCl8VhK4gRt0Fo-IQj3oM","86X4+3M Burlington, Ontario","87M286X4+3M",2,"4.1","ChIJyeuCl8VhK4gRt0Fo-IQj3oM","restaurant",178,"jasmine rice",794
206,"Hakka Rise & MoMo House","OPERATIONAL","3537 Fairview St unit 3, Burlington, ON L7N 2R4, Canada"," Burlington",NULL,"43.36011000","-79.78060000","43.36143000","-79.77920000","43.35873000","-79.78190000",False,"ChIJJQcW1RphK4gRCq5iJMrsgRg","9669+2P Burlington, Ontario","87M29669+2P",2,"4.4","ChIJJQcW1RphK4gRCq5iJMrsgRg","restaurant",744,"hakka rise & momo house",544
207,"Skyway Diner","OPERATIONAL","645 Plains Rd E, Burlington, ON L7T 4J5, Canada"," Burlington",NULL,"43.32264000","-79.83220000","43.32405000","-79.83040000","43.32135000","-79.83310000",True,"ChIJoywsG7adLIgRDCGwN4Z9XdI","85F9+34 Burlington, Ontario","87M285F9+34",2,"4.2","ChIJoywsG7adLIgRDCGwN4Z9XdI","restaurant",1062,"skyway diner",741
208,"The Wingery","OPERATIONAL","1450 Headon Rd Unit 9, Burlington, ON L7M 3Z5, Canada"," Burlington",NULL,"43.37300000","-79.80940000","43.37444000","-79.80790000","43.37174000","-79.81060000",False,"ChIJJSniecNhK4gRLupLf9ZGb9s","95FR+56 Burlington, Ontario","87M295FR+56",2,"3.8","ChIJJSniecNhK4gRLupLf9ZGb9s","meal_takeaway",227,"the wingery",141
209,"Hibachi Teppanyaki Restaurant","OPERATIONAL","1940 Appleby Line, Burlington, ON L7L 0B7, Canada"," Burlington",NULL,"43.39206000","-79.79080000","43.39344000","-79.78940000","43.39074000","-79.79210000",False,"ChIJj7vJyCNhK4gR5sICTHJ-byc","96R5+RM Burlington, Ontario","87M296R5+RM",2,"4.2","ChIJj7vJyCNhK4gR5sICTHJ-byc","restaurant",1265,"hibachi teppanyaki restaurant",233
210,"Bento Box","OPERATIONAL","2405 Fairview St, Burlington, ON L7R 2E3, Canada"," Burlington",NULL,"43.34605000","-79.79970000","43.34728000","-79.79820000","43.34458000","-79.80090000",False,"ChIJ-YqiA8VhK4gRtpSKb3CPdok","86W2+C4 Burlington, Ontario","87M286W2+C4",2,"4.6","ChIJ-YqiA8VhK4gRtpSKb3CPdok","restaurant",447,"bento box",351
211,"Sakai Japanese And Korean Restaurant","OPERATIONAL","4155 Fairview St #22, Burlington, ON L7L 2A4, Canada"," Burlington",NULL,"43.36460000","-79.77490000","43.36580000","-79.77340000","43.36310000","-79.77610000",False,"ChIJU--CX1BgK4gRnr1uLKc88nw","967G+R2 Burlington, Ontario","87M2967G+R2",2,"4.5","ChIJU--CX1BgK4gRnr1uLKc88nw","meal_takeaway",880,"sakai japanese and korean restaurant",597
212,"Imi Japanese Cuisine","OPERATIONAL","2011 Plains Rd E #1, Burlington, ON L7R 0A6, Canada"," Burlington",NULL,"43.33881000","-79.81740000","43.34002000","-79.81610000","43.33732000","-79.81880000",False,"ChIJq_pB5-JhK4gRfsrDuyzs8KA","85QM+G2 Burlington, Ontario","87M285QM+G2",2,"4.0","ChIJq_pB5-JhK4gRfsrDuyzs8KA","meal_delivery",671,"imi japanese cuisine",256
213,"MoMo Sushi Burlington","OPERATIONAL","366 Plains Rd E, Burlington, ON L7T 0A4, Canada"," Burlington",NULL,"43.31571000","-79.84050000","43.31713000","-79.83920000","43.31443000","-79.84190000",False,"ChIJq6r-ttydLIgR-QJ28axizGM","8585+7Q Burlington, Ontario","87M28585+7Q",2,"4.8","ChIJq6r-ttydLIgR-QJ28axizGM","meal_takeaway",305,"momo sushi burlington",558
214,"Sakura Ichiban Express","OPERATIONAL","Guelph Line, Burlington, ON L7R 4K2, Canada"," Burlington",NULL,"43.34856000","-79.79490000","43.35010000","-79.79340000","43.34740000","-79.79610000",False,"ChIJyeuCl8VhK4gRLwaXhupO7hg","86X4+C2 Burlington, Ontario","87M286X4+C2",2,"4.3","ChIJyeuCl8VhK4gRLwaXhupO7hg","restaurant",94,"sakura ichiban express",863
215,"Kudo Sushi - Japanese Cuisine","OPERATIONAL","738 Burloak Dr, Burlington, ON L7L 0B1, Canada"," Burlington",NULL,"43.38888000","-79.74840000","43.39029000","-79.74720000","43.38759000","-79.74990000",False,"ChIJE514YKJgK4gRQL0_KbVsRnk","97Q2+HJ Burlington, Ontario","87M297Q2+HJ",2,"4.4","ChIJE514YKJgK4gRQL0_KbVsRnk","restaurant",411,"kudo sushi - japanese cuisine",772
216,"Kwality Fine Indian Cuisine Restaurant","OPERATIONAL","1505 Guelph Line, Burlington, ON L7P 3B6, Canada"," Burlington",NULL,"43.36459000","-79.81930000","43.36595000","-79.81800000","43.36325000","-79.82070000",False,"ChIJJzbI0o9hK4gR5rE7GvM90rg","957J+R7 Burlington, Ontario","87M2957J+R7",2,"3.6","ChIJJzbI0o9hK4gR5rE7GvM90rg","meal_delivery",644,"kwality fine indian cuisine restaurant",162
217,"The Bombay Grill","OPERATIONAL","3480 Fairview St, Burlington, ON L7N 2R5, Canada"," Burlington",NULL,"43.35747000","-79.78120000","43.35888000","-79.78010000","43.35618000","-79.78280000",False,"ChIJU4T_aUxgK4gRNrxZSzW-ww4","9649+XG Burlington, Ontario","87M29649+XG",2,"4.3","ChIJU4T_aUxgK4gRNrxZSzW-ww4","restaurant",1041,"the bombay grill",526
218,"Ben Thanh","OPERATIONAL","2080 Appleby Line, Burlington, ON L7L 6M6, Canada"," Burlington",NULL,"43.39672000","-79.79650000","43.39812000","-79.79510000","43.39542000","-79.79780000",False,"ChIJdz_3riRhK4gRq1r776vqeDg","96W3+M9 Burlington, Ontario","87M296W3+M9",2,"4.2","ChIJdz_3riRhK4gRq1r776vqeDg","restaurant",1117,"ben thanh",6
219,"Crema Di Gelato","OPERATIONAL","right next to Nishi Greek Taverna Restaurant The only place in Burlington where gelato made fresh in store, 100% real, 415 Locust Street Entrance is on, Locust St, Burlington, ON L7S 2J1, Canada"," Burlington",NULL,"43.32408000","-79.79710000","43.32539000","-79.79580000","43.32269000","-79.79850000",NULL,"ChIJxTmopTqeLIgRC--B7J41thg","86F3+J5 Burlington, Ontario","87M286F3+J5",2,"4.5","ChIJxTmopTqeLIgRC--B7J41thg","food",366,"crema di gelato",871
220,"RC'S Boardwalk Fries & Ice Cream Parlour","OPERATIONAL","2013 Lakeshore Rd., Burlington, ON L7R 1A1, Canada"," Burlington",NULL,"43.32477000","-79.79570000","43.32605000","-79.79430000","43.32335000","-79.79700000",False,"ChIJ258BBDCeLIgRXFiBwxGIr2s","86F3+WP Burlington, Ontario","87M286F3+WP",2,"4.5","ChIJ258BBDCeLIgRXFiBwxGIr2s","cafe",393,"rc's boardwalk fries & ice cream parlour",259
221,"Corn Beef Hut","OPERATIONAL","476 Brant St, Burlington, ON L7R 2G4, Canada"," Burlington",NULL,"43.32700000","-79.80000000","43.32840000","-79.79860000","43.32570000","-79.80130000",False,"ChIJ_cnC9ZYkWkARMsA1XdsigZ8","86G2+R2 Burlington, Ontario","87M286G2+R2",2,"4.7","ChIJ_cnC9ZYkWkARMsA1XdsigZ8","restaurant",441,"corn beef hut",652
222,"Refuel juicery","OPERATIONAL","900 Mapleview Av, Burlington, ON L7S 2J8, Canada"," Burlington",NULL,"43.32564000","-79.82030000","43.32683000","-79.81920000","43.32413000","-79.82190000",False,"ChIJRUw98A-eLIgROGOqPwEVpbs","85GH+7V Burlington, Ontario","87M285GH+7V",2,"4.0","ChIJRUw98A-eLIgROGOqPwEVpbs","food",116,"refuel juicery",833
223,"Mayjjana Restaurant & Lounge","OPERATIONAL","4490 Fairview St, Burlington, ON L7L 5P9, Canada"," Burlington",NULL,"43.37229000","-79.76220000","43.37361000","-79.76130000","43.37091000","-79.76400000",False,"ChIJg7b1e_ZhK4gRaeVvw9l_kk4","96CQ+W4 Burlington, Ontario","87M296CQ+W4",2,"4.5","ChIJg7b1e_ZhK4gRaeVvw9l_kk4","restaurant",368,"mayjjana restaurant & lounge",631
224,"Terra Nossa Brazilian Grill Burlington Mall","OPERATIONAL","75 Middlesex Turnpike, Burlington, MA 01803, United States"," Burlington",NULL,"42.48239000","-71.21370000","42.48341000","-71.21260000","42.48071000","-71.21530000",False,"ChIJp5XipP-f44kRwRYXtUm8AIE","FQJP+XG Burlington, Massachusetts, USA","87JCFQJP+XG",2,"4.9","ChIJp5XipP-f44kRwRYXtUm8AIE","restaurant",291,"terra nossa brazilian grill burlington mall",776
225,"Asiana Noodle Shop","OPERATIONAL","88 Church St, Burlington, VT 05401, United States"," Burlington",NULL,"44.47795000","-73.21240000","44.47942000","-73.21120000","44.47672000","-73.21390000",False,"ChIJ379HpCp7ykwRApo8kTKwBOQ","FQHQ+53 Burlington, Vermont, USA","87P8FQHQ+53",2,"4.3","ChIJ379HpCp7ykwRApo8kTKwBOQ","restaurant",204,"asiana noodle shop",817
226,"Copper Kettle Cafe","OPERATIONAL","312 Dundas St E #4, Waterdown, ON L0R 2H5, Canada"," Waterdown",NULL,"43.33342000","-79.89260000","43.33473000","-79.89140000","43.33203000","-79.89410000",True,"ChIJlzSb8zmdLIgRO1N4dxenhPg","84M4+9W Hamilton, Ontario","87M284M4+9W",2,"4.5","ChIJlzSb8zmdLIgRO1N4dxenhPg","cafe",1128,"copper kettle cafe",469
227,"Marciano's Pasta Cafe","OPERATIONAL","5 Mill St S, Waterdown, ON L0R 2H5, Canada"," Waterdown",NULL,"43.33436000","-79.89150000","43.33568000","-79.89020000","43.33298000","-79.89290000",False,"ChIJbd1_4mWdLIgRDUU4S8i51Zg","84M5+PC Hamilton, Ontario","87M284M5+PC",2,"4.6","ChIJbd1_4mWdLIgRDUU4S8i51Zg","restaurant",513,"marciano's pasta cafe",665
228,"The Watermark Taphouse & Grille","OPERATIONAL","115 Hamilton St N, Waterdown, ON L8B 1A8, Canada"," Waterdown","https://www.thewatermarktaphouse.com/","43.33504000","-79.90200000","43.33653000","-79.90040000","43.33383000","-79.90310000",False,"ChIJwdT-rlydLIgRkmyewoTZ4rM","83PX+26 Hamilton, Ontario","87M283PX+26",2,"4.4","ChIJwdT-rlydLIgRkmyewoTZ4rM","bar",585,"the watermark taphouse & grille",52
229,"Sushi Masayuki","OPERATIONAL","2180 Itabashi Way, Burlington, ON L7M 5A5, Canada"," Burlington",NULL,"43.38780000","-79.79420000","43.38910000","-79.79280000","43.38640000","-79.79550000",False,"ChIJB6oq8xlhK4gRIyoP1YK67W4","96Q4+48 Burlington, Ontario","87M296Q4+48",3,"4.6","ChIJB6oq8xlhK4gRIyoP1YK67W4","restaurant",369,"sushi masayuki",307
230,"Nai Restaurant","OPERATIONAL","4460 Fairview St b105 b107, Burlington, ON L7L 5P9, Canada"," Burlington",NULL,"43.37213000","-79.76310000","43.37351000","-79.76180000","43.37081000","-79.76450000",False,"ChIJxVlk1VNhK4gRkGJSYLa17Hs","96CP+VQ Burlington, Ontario","87M296CP+VQ",4,"4.4","ChIJxVlk1VNhK4gRkGJSYLa17Hs","night_club",1269,"nai restaurant",623
231,"The Redwoods Bar & Grill","OPERATIONAL","1179 Northside Rd, Burlington, ON L7M 1H5, Canada"," Burlington","https://redwoodsbar.ca/","43.36124000","-79.80390000","43.36243000","-79.80270000","43.35973000","-79.80540000",False,"ChIJjyD5ULxhK4gRaMpw7V8LC1k","956W+FC Burlington, Ontario","87M2956W+FC",NULL,"0.0","ChIJjyD5ULxhK4gRaMpw7V8LC1k","bar",0,"the redwoods bar & grill",59
232,"Island Nightclub Patio Bar","OPERATIONAL","4170 S Service Rd, Burlington, ON L7L 4X5, Canada"," Burlington",NULL,"43.37039000","-79.78210000","43.37162000","-79.78100000","43.36892000","-79.78370000",False,"ChIJRzbzclVgK4gRPfomES8OiUU","96C9+54 Burlington, Ontario","87M296C9+54",NULL,"2.6","ChIJRzbzclVgK4gRPfomES8OiUU","night_club",79,"island nightclub patio bar",603
233,"Brooklyn's Bar & Grill","OPERATIONAL","4065 Harvester Rd, Burlington, ON L7N 3R8, Canada"," Burlington",NULL,"43.36450000","-79.78200000","43.36581000","-79.78080000","43.36311000","-79.78350000",False,"ChIJK8BSuFNgK4gR4p59_0Y76Vc","9679+R5 Burlington, Ontario","87M29679+R5",NULL,"3.8","ChIJK8BSuFNgK4gR4p59_0Y76Vc","bar",4,"brooklyn's bar & grill",591
234,"Play Bar","OPERATIONAL","4166 S Service Rd, Burlington, ON L7L 4X5, Canada"," Burlington",NULL,"43.37037000","-79.78220000","43.37163000","-79.78100000","43.36893000","-79.78370000",NULL,"ChIJo0u2c1VgK4gRcaJulfMrFow","96C9+54 Burlington, Ontario","87M296C9+54",NULL,"0.0","ChIJo0u2c1VgK4gRcaJulfMrFow","bar",0,"play bar",601
235,"THE KITCHEN Restaurant&Bar","OPERATIONAL","960 Cumberland Ave, Burlington, ON L7N 3J7, Canada"," Burlington",NULL,"43.35755000","-79.79460000","43.35905000","-79.79310000","43.35635000","-79.79580000",False,"ChIJG7ZYxiNhK4gRD111w3h9cM4","9654+25 Burlington, Ontario","87M29654+25",NULL,"0.0","ChIJG7ZYxiNhK4gRD111w3h9cM4","restaurant",0,"the kitchen restaurant&bar",851
236,"Pizza Boat (Turkish Pizza Restaurant)","OPERATIONAL","4490 Fairview St, Burlington, ON L7L 5P9, Canada"," Burlington",NULL,"43.37281000","-79.76190000","43.37422000","-79.76050000","43.37152000","-79.76320000",False,"ChIJSx8rsmlhK4gResBHP6zeb1E","96FQ+46 Burlington, Ontario","87M296FQ+46",NULL,"4.8","ChIJSx8rsmlhK4gResBHP6zeb1E","restaurant",448,"pizza boat (turkish pizza restaurant)",632
237,"Plaza","OPERATIONAL","3247 Appleby Line, Burlington, ON L7M 0V7, Canada"," Burlington",NULL,"43.41204000","-79.81340000","43.41341000","-79.81220000","43.41071000","-79.81490000",NULL,"ChIJlaqoawBhK4gRd5vdCyTeTwA","C56P+RJ Burlington, Ontario","87M2C56P+RJ",NULL,"0.0","ChIJlaqoawBhK4gRd5vdCyTeTwA","restaurant",0,"plaza",486
238,"Camila","OPERATIONAL","3051 Walkers Line Unit 2, Burlington, ON L7M 0W3, Canada"," Burlington",NULL,"43.39378000","-79.82380000","43.39508000","-79.82250000","43.39238000","-79.82520000",False,"ChIJLeFkkiVhK4gR-PzCYOnJYFw","95VG+GF Burlington, Ontario","87M295VG+GF",NULL,"4.8","ChIJLeFkkiVhK4gR-PzCYOnJYFw","restaurant",259,"camila",456
239,"50 Pesos Kitchen & Food Truck","OPERATIONAL","4055 Harvester Rd #5, Burlington, ON L7L 5Z7, Canada"," Burlington",NULL,"43.36435000","-79.78250000","43.36577000","-79.78120000","43.36307000","-79.78390000",False,"ChIJNSjd-FJgK4gR7cbj8XgzKRs","9678+PX Burlington, Ontario","87M29678+PX",NULL,"4.8","ChIJNSjd-FJgK4gR7cbj8XgzKRs","restaurant",491,"50 pesos kitchen & food truck",589
