"id","name","business_status","formatted_address","city","website","geometry_location_lat","geometry_location_lng","geometry_viewport_northeast_lat","geometry_viewport_northeast_lng","geometry_viewport_southwest_lat","geometry_viewport_southwest_lng","opening_hours_open_now","place_id","plus_code_compound_code","plus_code_global_code","price_level","rating","reference","types","user_ratings_total","normalized_name","master_business_id"
658,"The Organic House - Chocolate Maker","OPERATIONAL","1016 Sutton Dr unit c10, Burlington, ON L7L 6B8, Canada"," Burlington","https://www.theorganichouse.ca","43.38787000","-79.76700000","43.38919000","-79.76560000","43.38649000","-79.76830000",False,"ChIJP3_fd9FhK4gRTmwEJnCDHgY","96QM+56 Burlington, Ontario","87M296QM+56",NULL,"5.0","ChIJP3_fd9FhK4gRTmwEJnCDHgY","food",22,"the organic house - chocolate maker",13
659,"Palm Urban Caribbean Eats, A Company of Wicked Carib","OPERATIONAL","3241 Appleby Line, Burlington, ON L7M 0V7, Canada"," Burlington",NULL,"43.41158000","-79.81400000","43.41296000","-79.81270000","43.41026000","-79.81540000",False,"ChIJrfMJba1hK4gRdKDCdXhPy84","C56P+JC Burlington, Ontario","87M2C56P+JC",NULL,"4.5","ChIJrfMJba1hK4gRdKDCdXhPy84","restaurant",219,"palm urban caribbean eats, a company of wicked carib",484
660,"Cascata Bistro","OPERATIONAL","281 Carlisle Rd, Carlisle, ON L0R 1H2, Canada"," Carlisle",NULL,"43.39456000","-79.98050000","43.39586000","-79.97930000","43.39316000","-79.98200000",False,"ChIJvZNCkkXHQ4gRN1Et5CT4h4Y","92V9+RR Carlisle, Hamilton, ON","87M292V9+RR",NULL,"4.6","ChIJvZNCkkXHQ4gRN1Et5CT4h4Y","restaurant",321,"cascata bistro",427
661,"Touro Brazilian Steakhouse - Vaughan","OPERATIONAL","3255 Rutherford Rd, Concord, ON L4K 5Y5, Canada"," Concord",NULL,"43.82882000","-79.53950000","43.83011000","-79.53830000","43.82741000","-79.54100000",False,"ChIJTV5JxXcvK4gRWDKepNBjblM","RFH6+G6 Vaughan, Ontario","87M2RFH6+G6",NULL,"4.2","ChIJTV5JxXcvK4gRWDKepNBjblM","restaurant",749,"touro brazilian steakhouse - vaughan",91
662,"Kavkaz Grill Georgian Restaurant","OPERATIONAL","2006 Hwy 7 Unit 1, Concord, ON L4K 1W6, Canada"," Concord",NULL,"43.80240000","-79.49190000","43.80396000","-79.49070000","43.80127000","-79.49340000",False,"ChIJJfGPgS4vK4gRHcDLTSFGWno","RG25+X6 Vaughan, Ontario","87M2RG25+X6",NULL,"4.6","ChIJJfGPgS4vK4gRHcDLTSFGWno","restaurant",243,"kavkaz grill georgian restaurant",252
663,"Kavkaz Cuisine & Restaurant","OPERATIONAL","2180 Steeles Ave W #6, Concord, ON L4K 2Z5, Canada"," Concord",NULL,"43.78278000","-79.49470000","43.78382000","-79.49250000","43.78112000","-79.49540000",False,"ChIJ-Q_O3jsvK4gR9EICmWbvlmU","QGM4+44 Vaughan, Ontario","87M2QGM4+44",NULL,"4.7","ChIJ-Q_O3jsvK4gR9EICmWbvlmU","restaurant",293,"kavkaz cuisine & restaurant",308
664,"Alfredoâ€™s Brazilian Steakhouse","OPERATIONAL","4000 US-130, Delran, NJ 08075, United States"," Delran",NULL,"40.01111000","-74.95990000","40.01251000","-74.95860000","40.00981000","-74.96130000",True,"ChIJ-YCTZdZKwYkR1Ux-bcIhCOg","226R+C3 Delran, New Jersey, USA","87G7226R+C3",NULL,"4.3","ChIJ-YCTZdZKwYkR1Ux-bcIhCOg","restaurant",198,"alfredoâ€™s brazilian steakhouse",582
665,"Jax Sweet Shoppe","OPERATIONAL","33 King St W, Dundas, ON L9H 1T5, Canada"," Dundas",NULL,"43.26635000","-79.95500000","43.26764000","-79.95370000","43.26494000","-79.95640000",True,"ChIJR4DFjYSELIgRaDb-Vx1-uAg","728V+GX Hamilton, Ontario","87M2728V+GX",NULL,"4.6","ChIJR4DFjYSELIgRaDb-Vx1-uAg","restaurant",304,"jax sweet shoppe",492
666,"Little Asia","OPERATIONAL","36 King St E, Dundas, ON L9H 1B8, Canada"," Dundas",NULL,"43.26572000","-79.95200000","43.26713000","-79.95070000","43.26443000","-79.95340000",False,"ChIJDa65khaFLIgROgXQjKLtDwY","728X+75 Hamilton, Ontario","87M2728X+75",NULL,"4.8","ChIJDa65khaFLIgROgXQjKLtDwY","restaurant",389,"little asia",548
667,"Dutch Mill Country Market","OPERATIONAL","533 Millgrove Side Rd, Dundas, ON L9H 5E2, Canada"," Dundas",NULL,"43.30742000","-79.95050000","43.30885000","-79.94860000","43.30615000","-79.95130000",True,"ChIJb2MHUxyDLIgRHkd86NnZQBQ","824X+XR Hamilton, Ontario","87M2824X+XR",NULL,"4.4","ChIJb2MHUxyDLIgRHkd86NnZQBQ","grocery_or_supermarket",1355,"dutch mill country market",692
668,"Ethiopian Kitchen","OPERATIONAL","3180 Lake Shore Blvd W, Etobicoke, ON M8V 1L7, Canada"," Etobicoke",NULL,"43.59795000","-79.51910000","43.59920000","-79.51770000","43.59650000","-79.52040000",False,"ChIJd24GPvZJK4gRDVjxAN2SPEU","HFXJ+59 Etobicoke, Ontario","87M2HFXJ+59",NULL,"4.9","ChIJd24GPvZJK4gRDVjxAN2SPEU","restaurant",36,"ethiopian kitchen",480
669,"AU African restaurant","OPERATIONAL","10 Willowridge Rd, Etobicoke, ON M9R 3Y8, Canada"," Etobicoke",NULL,"43.67512000","-79.56850000","43.67662000","-79.56690000","43.67392000","-79.56960000",True,"ChIJBeMY5uw5K4gRAAE6wG4cZck","MCGJ+2J Etobicoke, Ontario","87M2MCGJ+2J",NULL,"4.4","ChIJBeMY5uw5K4gRAAE6wG4cZck","restaurant",9,"au african restaurant",7
670,"TC Tibetan MoMo","OPERATIONAL","182 Royal York Rd, Etobicoke, ON M8V 2V5, Canada"," Etobicoke",NULL,"43.61124000","-79.49650000","43.61261000","-79.49510000","43.60991000","-79.49780000",False,"ChIJaR1NsDdJK4gR0cOymn5vZ8M","JG63+F9 Etobicoke, Ontario","87M2JG63+F9",NULL,"4.9","ChIJaR1NsDdJK4gR0cOymn5vZ8M","meal_takeaway",104,"tc tibetan momo",208
671,"Three Brothers Restaurant","OPERATIONAL","657 The Queensway, Etobicoke, ON M8Y 1K8, Canada"," Etobicoke",NULL,"43.62710000","-79.49870000","43.62850000","-79.49730000","43.62580000","-79.50000000",False,"ChIJfR0prT42K4gRehjMirjG3UY","JGG2+RG Etobicoke, Ontario","87M2JGG2+RG",NULL,"4.9","ChIJfR0prT42K4gRehjMirjG3UY","restaurant",351,"three brothers restaurant",747
672,"House Of Buddha","OPERATIONAL","53 Main St S, Georgetown, ON L7G 3G2, Canada"," Georgetown",NULL,"43.65003000","-79.92660000","43.65136000","-79.92530000","43.64866000","-79.92800000",False,"ChIJFWGg6axyK4gRziM8QHF6ldA","M32F+28 Georgetown, Halton Hills, ON","87M2M32F+28",NULL,"4.0","ChIJFWGg6axyK4gRziM8QHF6ldA","restaurant",168,"house of buddha",690
673,"Pharaoh's Kitchen","OPERATIONAL","13850 Steeles Ave, Halton Hills, ON L7G 0J1, Canada"," Halton Hills",NULL,"43.57711000","-79.82990000","43.57851000","-79.82860000","43.57581000","-79.83130000",False,"ChIJF-R6wGzL1IkRq6rr2B41v1c","H5GC+R2 Halton Hills, Ontario","87M2H5GC+R2",NULL,"4.9","ChIJF-R6wGzL1IkRq6rr2B41v1c","restaurant",244,"pharaoh's kitchen",124
674,"Burrito z Fresh Mexican Grill","OPERATIONAL","94 Dundas St E B10, Hamilton, ON L0H 0C2, Canada"," Hamilton",NULL,"43.31792000","-79.90970000","43.31922000","-79.90840000","43.31652000","-79.91110000",False,"ChIJNQL4zfqdLIgRM7pMfyLbkQc","839R+54 Hamilton, Ontario","87M2839R+54",NULL,"4.4","ChIJNQL4zfqdLIgRM7pMfyLbkQc","restaurant",122,"burrito z fresh mexican grill",843
675,"Victoria's Steak & Seafood","OPERATIONAL","470 King St W, Hamilton, ON L8P 1B7, Canada"," Hamilton",NULL,"43.26092000","-79.88320000","43.26227000","-79.88200000","43.25957000","-79.88470000",False,"ChIJ3YkffiibLIgR3p3Ykc7Cnig","7468+9P Hamilton, Ontario","87M27468+9P",NULL,"4.7","ChIJ3YkffiibLIgR3p3Ykc7Cnig","restaurant",559,"victoria's steak & seafood",649
676,"Shakespeare's Steak and Seafood","OPERATIONAL","181 Main St E, Hamilton, ON L8N 1H2, Canada"," Hamilton",NULL,"43.25362000","-79.86240000","43.25493000","-79.86100000","43.25223000","-79.86370000",False,"ChIJ6ea9E5CbLIgRCUn_MtUf9Yg","743Q+C2 Hamilton, Ontario","87M2743Q+C2",NULL,"4.7","ChIJ6ea9E5CbLIgRCUn_MtUf9Yg","restaurant",734,"shakespeare's steak and seafood",204
677,"Conversate Steak and Seafood","OPERATIONAL","38 King William St, Hamilton, ON L8R 3N8, Canada"," Hamilton",NULL,"43.25695000","-79.86780000","43.25834000","-79.86640000","43.25564000","-79.86910000",False,"ChIJ94DVWbqbLIgR4KSoqk5ozBo","744J+QW Hamilton, Ontario","87M2744J+QW",NULL,"4.7","ChIJ94DVWbqbLIgR4KSoqk5ozBo","restaurant",205,"conversate steak and seafood",564
678,"BBQ Bandits","OPERATIONAL","102 Parkdale Ave N, Hamilton, ON L8H 5W9, Canada"," Hamilton",NULL,"43.23907000","-79.79070000","43.24041000","-79.78950000","43.23771000","-79.79220000",False,"ChIJvcFbAyKZLIgRGSCDv3D6i0w","66Q5+JP Hamilton, Ontario","87M266Q5+JP",NULL,"4.8","ChIJvcFbAyKZLIgRGSCDv3D6i0w","restaurant",838,"bbq bandits",14
679,"B-Side Social","OPERATIONAL","17 Augusta St Unit B, Hamilton, ON L8N 1P6, Canada"," Hamilton",NULL,"43.25217000","-79.87030000","43.25344000","-79.86900000","43.25074000","-79.87170000",False,"ChIJk4Uiy4WbLIgRYpgBezX_rIU","742H+VV Hamilton, Ontario","87M2742H+VV",NULL,"4.7","ChIJk4Uiy4WbLIgRYpgBezX_rIU","restaurant",472,"b-side social",187
680,"BAB Korean Food & BBQ","OPERATIONAL","387 Barton St E, Hamilton, ON L8L 2Y2, Canada"," Hamilton",NULL,"43.26014000","-79.84880000","43.26138000","-79.84740000","43.25868000","-79.85010000",False,"ChIJfVxqnCibLIgRjb7EkMoYhHc","7562+3F Hamilton, Ontario","87M27562+3F",NULL,"4.5","ChIJfVxqnCibLIgRjb7EkMoYhHc","restaurant",399,"bab korean food & bbq",546
681,"Chadwick's & Hack's Fireplace & BBQ","OPERATIONAL","682 Fennell Ave E, Hamilton, ON L8V 1V4, Canada"," Hamilton",NULL,"43.22997000","-79.84850000","43.23139000","-79.84710000","43.22869000","-79.84980000",False,"ChIJz_29b8mbLIgRM-DAxNZe-rg","65H2+XJ Hamilton, Ontario","87M265H2+XJ",NULL,"4.1","ChIJz_29b8mbLIgRM-DAxNZe-rg","home_goods_store",571,"chadwick's & hack's fireplace & bbq",759
682,"Le Tambour Tavern","OPERATIONAL","345 James St N, Hamilton, ON L8L 1H3, Canada"," Hamilton",NULL,"43.26502000","-79.86570000","43.26634000","-79.86420000","43.26364000","-79.86690000",False,"ChIJKR6XnWidLIgRSLZ_t91tkbg","748M+2P Hamilton, Ontario","87M2748M+2P",NULL,"4.6","ChIJKR6XnWidLIgRSLZ_t91tkbg","restaurant",167,"le tambour tavern",512
683,"Tondou Ramen","OPERATIONAL","234 King St W, Hamilton, ON L8P 1A9, Canada"," Hamilton",NULL,"43.25881000","-79.87630000","43.26011000","-79.87500000","43.25741000","-79.87770000",False,"ChIJzfZdwcqbLIgR3Ztc_778jSQ","745F+GF Hamilton, Ontario","87M2745F+GF",NULL,"4.7","ChIJzfZdwcqbLIgR3Ztc_778jSQ","restaurant",185,"tondou ramen",334
684,"Waterfront Scoops","OPERATIONAL","47 Discovery Dr, Hamilton, ON L8L 8K4, Canada"," Hamilton",NULL,"43.27659000","-79.86080000","43.27785000","-79.85930000","43.27515000","-79.86200000",False,"ChIJU4s6HW-cLIgRfzGKIL5tgC0","74GQ+JM Hamilton, Ontario","87M274GQ+JM",NULL,"3.9","ChIJU4s6HW-cLIgRfzGKIL5tgC0","store",93,"waterfront scoops",648
685,"OMG Ice Cream & Frozen Treats","OPERATIONAL","1047 King St W, Hamilton, ON L8S 1L6, Canada"," Hamilton",NULL,"43.26126000","-79.90680000","43.26270000","-79.90550000","43.26000000","-79.90820000",False,"ChIJX_HXokWbLIgR2OvMHzrKPP0","736V+G7 Hamilton, Ontario","87M2736V+G7",NULL,"4.3","ChIJX_HXokWbLIgR2OvMHzrKPP0","store",33,"omg ice cream & frozen treats",25
686,"Creamy Atlas","OPERATIONAL","10 Mulberry St Unit 1, Hamilton, ON L8R 2C5, Canada"," Hamilton",NULL,"43.26196000","-79.86730000","43.26324000","-79.86600000","43.26054000","-79.86870000",False,"ChIJ81DNfp6bLIgR8UiDhUuG2lo","746M+Q3 Hamilton, Ontario","87M2746M+Q3",NULL,"4.9","ChIJ81DNfp6bLIgR8UiDhUuG2lo","store",74,"creamy atlas",5
687,"The Parlour Dairy Bar","OPERATIONAL","581 Concession St, Hamilton, ON L8V 1B2, Canada"," Hamilton",NULL,"43.24079000","-79.85040000","43.24208000","-79.84890000","43.23938000","-79.85160000",False,"ChIJLWzCcjebLIgRInbHq2FWEdQ","64RX+8R Hamilton, Ontario","87M264RX+8R",NULL,"4.2","ChIJLWzCcjebLIgRInbHq2FWEdQ","store",128,"the parlour dairy bar",713
688,"Diced Ice Cream Parlour","OPERATIONAL","129 Locke St S, Hamilton, ON L8P 4A7, Canada"," Hamilton",NULL,"43.25680000","-79.88490000","43.25817000","-79.88360000","43.25547000","-79.88630000",False,"ChIJ5x16_YqbLIgRgWEmpb3N8N0","7448+P3 Hamilton, Ontario","87M27448+P3",NULL,"4.6","ChIJ5x16_YqbLIgRgWEmpb3N8N0","store",104,"diced ice cream parlour",107
689,"Ez Mart","OPERATIONAL","1565 Barton St E, Hamilton, ON L8H 2Y3, Canada"," Hamilton",NULL,"43.24746000","-79.79520000","43.24872000","-79.79410000","43.24602000","-79.79680000",True,"ChIJt5OWsmmZLIgRl-WUdfKt_2s","66W3+XW Hamilton, Ontario","87M266W3+XW",NULL,"3.8","ChIJt5OWsmmZLIgRl-WUdfKt_2s","store",13,"ez mart",174
690,"Pinochi ice cream","OPERATIONAL","1786 Stone Church Rd E Unit 3, Hamilton, ON L8W 0B4, Canada"," Hamilton",NULL,"43.19122000","-79.81130000","43.19259000","-79.81000000","43.18989000","-79.81270000",False,"ChIJY5R5txmZLIgReurfSejVQzg","55RQ+FF Hamilton, Ontario","87M255RQ+FF",NULL,"4.4","ChIJY5R5txmZLIgReurfSejVQzg","store",327,"pinochi ice cream",199
691,"Unruly Smoothie","OPERATIONAL","166 King St W, Hamilton, ON L8P 1A5, Canada"," Hamilton",NULL,"43.25826000","-79.87430000","43.25955000","-79.87290000","43.25685000","-79.87560000",False,"ChIJR35pJLSbLIgR5Bzmv-rqZXs","745G+87 Hamilton, Ontario","87M2745G+87",NULL,"5.0","ChIJR35pJLSbLIgR5Bzmv-rqZXs","food",339,"unruly smoothie",184
692,"California Fresh Grapes / Juice","OPERATIONAL","Wellington St N, Hamilton, ON L8L 5B1, Canada"," Hamilton",NULL,"43.26734000","-79.85330000","43.26870000","-79.85200000","43.26600000","-79.85470000",NULL,"ChIJyw0HvXScLIgRdpmM8c0iebo","748W+WM Hamilton, Ontario","87M2748W+WM",NULL,"0.0","ChIJyw0HvXScLIgRdpmM8c0iebo","food",0,"california fresh grapes / juice",879
693,"The Taco Station","OPERATIONAL","1127 King St E, Hamilton, ON L8M 1E5, Canada"," Hamilton",NULL,"43.24869000","-79.82940000","43.25000000","-79.82810000","43.24730000","-79.83080000",False,"ChIJlyFwZW-ZLIgRxKAq8ci2Uk8","65XC+F6 Hamilton, Ontario","87M265XC+F6",NULL,"4.0","ChIJlyFwZW-ZLIgRxKAq8ci2Uk8","restaurant",292,"the taco station",48
694,"Angels Wings Devils Poutine Food Truck","OPERATIONAL","Check our Website!, Hamilton, ON L8G 2N6, Canada"," Hamilton",NULL,"43.26912000","-79.87000000","43.27049000","-79.86870000","43.26779000","-79.87140000",NULL,"ChIJX0gWrmedLIgRV6BsQgp1XHQ","749H+JX Hamilton, Ontario","87M2749H+JX",NULL,"4.9","ChIJX0gWrmedLIgRV6BsQgp1XHQ","restaurant",34,"angels wings devils poutine food truck",860
695,"Mrs. Zee's Motherâ€™s Kitchen Lip Lickin Soulfood","OPERATIONAL","141 Spring St, Hamilton, ON L8N 2P2, Canada"," Hamilton",NULL,"43.25152000","-79.86130000","43.25289000","-79.86000000","43.25019000","-79.86270000",NULL,"ChIJ-zekudNZwYkR29C63cznnew","742Q+JG Hamilton, Ontario","87M2742Q+JG",NULL,"0.0","ChIJ-zekudNZwYkR29C63cznnew","restaurant",0,"mrs. zee's motherâ€™s kitchen lip lickin soulfood",132
696,"Temmy's Kitchen","OPERATIONAL","303 York Blvd #2, Hamilton, ON L8R 3K5, Canada"," Hamilton",NULL,"43.26294000","-79.87780000","43.26437000","-79.87650000","43.26167000","-79.87920000",False,"ChIJw4u4MEibLIgRkYp5ab1_BVQ","747C+5V Hamilton, Ontario","87M2747C+5V",NULL,"4.7","ChIJw4u4MEibLIgRkYp5ab1_BVQ","restaurant",245,"temmy's kitchen",448
697,"All Seasoned Jamaican Cuisine","OPERATIONAL","28 Barton St E, Hamilton, ON L8L 2V5, Canada"," Hamilton",NULL,"43.26362000","-79.86490000","43.26506000","-79.86350000","43.26236000","-79.86620000",False,"ChIJm9UmAOybLIgRG5FW8TmLUNg","747P+C3 Hamilton, Ontario","87M2747P+C3",NULL,"4.5","ChIJm9UmAOybLIgRG5FW8TmLUNg","restaurant",187,"all seasoned jamaican cuisine",423
698,"Famous Recipe","OPERATIONAL","158 King St W, Hamilton, ON L8P 1A5, Canada"," Hamilton",NULL,"43.25818000","-79.87410000","43.25948000","-79.87270000","43.25678000","-79.87540000",False,"ChIJSSO3fYKbLIgRBsXDLcNeae0","745G+79 Hamilton, Ontario","87M2745G+79",NULL,"4.4","ChIJSSO3fYKbLIgRBsXDLcNeae0","restaurant",208,"famous recipe",175
699,"True To Roots","OPERATIONAL","362 Barton St E, Hamilton, ON L8L 2X9, Canada"," Hamilton",NULL,"43.26003000","-79.85020000","43.26145000","-79.84880000","43.25875000","-79.85150000",False,"ChIJg0tN4fSbLIgRXk9Yg1UZoPE","746X+2W Hamilton, Ontario","87M2746X+2W",NULL,"3.5","ChIJg0tN4fSbLIgRXk9Yg1UZoPE","restaurant",130,"true to roots",554
700,"Allure Lounge Caribbean Restaurant","CLOSED_TEMPORARILY","362 Barton St E, Hamilton, ON L8L 2X9, Canada"," Hamilton",NULL,"43.26003000","-79.85020000","43.26145000","-79.84880000","43.25875000","-79.85150000",NULL,"ChIJ_R11OjCbLIgRR3RM3XdYnUk","746X+2W Hamilton, Ontario","87M2746X+2W",NULL,"4.2","ChIJ_R11OjCbLIgRR3RM3XdYnUk","restaurant",102,"allure lounge caribbean restaurant",553
701,"CheeZaatar","OPERATIONAL","667 Fennell Ave E, Hamilton, ON L8V 1V3, Canada"," Hamilton",NULL,"43.23064000","-79.84950000","43.23192000","-79.84820000","43.22922000","-79.85090000",True,"ChIJHy6JaaKbLIgRD3GE8CvBoO0","65J2+75 Hamilton, Ontario","87M265J2+75",NULL,"4.6","ChIJHy6JaaKbLIgRD3GE8CvBoO0","restaurant",728,"cheezaatar",750
702,"Lakshmi Chowk BBQ & Karahi House ( Halal)","OPERATIONAL","2255 Barton St E, Hamilton, ON L8H 7T4, Canada"," Hamilton",NULL,"43.24013000","-79.77010000","43.24146000","-79.76870000","43.23876000","-79.77140000",False,"ChIJdZGps8WZLIgRplntMOpAk5U","66RH+3X Hamilton, Ontario","87M266RH+3X",NULL,"4.8","ChIJdZGps8WZLIgRplntMOpAk5U","restaurant",516,"lakshmi chowk bbq & karahi house ( halal)",324
703,"Mirchi 360","OPERATIONAL","2241 Rymal Rd E, Hamilton, ON L8J 2V8, Canada"," Hamilton",NULL,"43.17451000","-79.78070000","43.17565000","-79.77920000","43.17295000","-79.78190000",False,"ChIJE5tFgpOXLIgRsvr14qAqnTg","56F9+RP Hamilton, Ontario","87M256F9+RP",NULL,"4.6","ChIJE5tFgpOXLIgRsvr14qAqnTg","meal_takeaway",72,"mirchi 360",320
704,"HALAL REZQ","OPERATIONAL","WE ARE LOCATED INSIDE HALAL MEAT MARKET, 754 Queenston Rd, Hamilton, ON L8G 1A4, Canada"," Hamilton",NULL,"43.22813000","-79.76920000","43.22959000","-79.76760000","43.22689000","-79.77030000",False,"ChIJr2UtIwKZLIgRYZslH8vsrKw","66HJ+78 Hamilton, Ontario","87M266HJ+78",NULL,"4.7","ChIJr2UtIwKZLIgRYZslH8vsrKw","meal_takeaway",143,"halal rezq",878
705,"Biryani On the Mountain Indian Bistro & Takeout","OPERATIONAL","460 Brucedale Ave E, Hamilton, ON L9A 0A8, Canada"," Hamilton",NULL,"43.23457000","-79.85770000","43.23599000","-79.85630000","43.23329000","-79.85900000",True,"ChIJAZdld5ubLIgRpqzCvXa9NBI","64MR+RW Hamilton, Ontario","87M264MR+RW",NULL,"4.4","ChIJAZdld5ubLIgRpqzCvXa9NBI","meal_takeaway",207,"biryani on the mountain indian bistro & takeout",644
706,"AG Punjabi Rasoi","OPERATIONAL","24 Weathering Heights, Hamilton, ON L8J 0E7, Canada"," Hamilton",NULL,"43.18991000","-79.77810000","43.19123000","-79.77660000","43.18853000","-79.77930000",False,"ChIJ1VqJDkiZLIgRHI4V5mm3O4Q","56QC+XQ Hamilton, Ontario","87M256QC+XQ",NULL,"0.0","ChIJ1VqJDkiZLIgRHI4V5mm3O4Q","restaurant",0,"ag punjabi rasoi",347
707,"Fit Stop","OPERATIONAL","207 Parkside Dr, Hamilton, ON L0R 2H1, Canada"," Hamilton",NULL,"43.33294000","-79.91150000","43.33434000","-79.91010000","43.33164000","-79.91280000",False,"ChIJjZ5K2aedLIgRS_tJz59Aq8A","83MQ+59 Hamilton, Ontario","87M283MQ+59",NULL,"5.0","ChIJjZ5K2aedLIgRS_tJz59Aq8A","health",71,"fit stop",285
708,"HEAL Wellness","OPERATIONAL","584 Concession St, Hamilton, ON L8V 1B1, Canada"," Hamilton",NULL,"43.24065000","-79.85110000","43.24204000","-79.84980000","43.23934000","-79.85250000",True,"ChIJNeB42lObLIgRQkjG4kQ5fm8","64RX+6G Hamilton, Ontario","87M264RX+6G",NULL,"4.6","ChIJNeB42lObLIgRQkjG4kQ5fm8","cafe",307,"heal wellness",119
709,"Mummy's Afro Caribbean Kitchen","OPERATIONAL","746 Barton St E, Hamilton, ON L8L 3B1, Canada"," Hamilton",NULL,"43.25543000","-79.83290000","43.25688000","-79.83150000","43.25418000","-79.83420000",False,"ChIJx8CwkphHK4gRwWdfjhJK9oU","7548+5R Hamilton, Ontario","87M27548+5R",NULL,"4.3","ChIJx8CwkphHK4gRwWdfjhJK9oU","restaurant",45,"mummy's afro caribbean kitchen",775
710,"Fafae","OPERATIONAL","46 Jackson St E #44, Hamilton, ON L8N 1E9, Canada"," Hamilton",NULL,"43.25400000","-79.86830000","43.25529000","-79.86700000","43.25259000","-79.86970000",True,"ChIJIZX9bmLL1IkRHVCL6rq3T9U","743J+GJ Hamilton, Ontario","87M2743J+GJ",NULL,"0.0","ChIJIZX9bmLL1IkRHVCL6rq3T9U","restaurant",0,"fafae",642
711,"Hi Yogurt & Yo PokÃ© (Hamilton)","OPERATIONAL","109 King St E, Hamilton, ON L8N 1A9, Canada"," Hamilton",NULL,"43.25578000","-79.86570000","43.25703000","-79.86430000","43.25433000","-79.86700000",False,"ChIJiSigceybLIgR-JASOZF0SA4","744M+8P Hamilton, Ontario","87M2744M+8P",NULL,"4.8","ChIJiSigceybLIgR-JASOZF0SA4","restaurant",19,"hi yogurt & yo pokã© (hamilton)",33
712,"Poke Co","OPERATIONAL","179 Ottawa St N, Hamilton, ON L8H 3Z4, Canada"," Hamilton",NULL,"43.24765000","-79.81780000","43.24898000","-79.81640000","43.24628000","-79.81910000",False,"ChIJDytywTyZLIgR_A_w1GY17Ok","65XJ+3V Hamilton, Ontario","87M265XJ+3V",NULL,"4.6","ChIJDytywTyZLIgR_A_w1GY17Ok","restaurant",213,"poke co",200
713,"Mimi's Asian Gourmet","OPERATIONAL","971 King St E, Hamilton, ON L8M 1C3, Canada"," Hamilton",NULL,"43.25140000","-79.83560000","43.25266000","-79.83430000","43.24996000","-79.83700000",False,"ChIJn4t_fOCbLIgRgouhYJ2hDhM","7527+HQ Hamilton, Ontario","87M27527+HQ",NULL,"4.9","ChIJn4t_fOCbLIgRgouhYJ2hDhM","restaurant",215,"mimi's asian gourmet",852
714,"INDONESIAN'S FLAVOUR","OPERATIONAL","Inside Hamilton Farmers Market, Lower ground, Food court area, 35 York Blvd, Hamilton, ON L8R 3K1, Canada"," Hamilton",NULL,"43.25894000","-79.87030000","43.26046000","-79.86900000","43.25776000","-79.87170000",False,"ChIJmQ9TJ3tJK4gR2cnBC5OodgM","745H+HV Hamilton, Ontario","87M2745H+HV",NULL,"4.8","ChIJmQ9TJ3tJK4gR2cnBC5OodgM","meal_delivery",109,"indonesian's flavour",864
715,"Tahini's","OPERATIONAL","1554 Main St W, Hamilton, ON L8S 1E5, Canada"," Hamilton",NULL,"43.25774000","-79.92570000","43.25900000","-79.92450000","43.25630000","-79.92720000",False,"ChIJSWigMlyFLIgRlr6S2t5jrcg","735F+3P Hamilton, Ontario","87M2735F+3P",NULL,"4.6","ChIJSWigMlyFLIgRlr6S2t5jrcg","restaurant",1675,"tahini's",173
716,"South China Chinese food","OPERATIONAL","1223 Main St W, Hamilton, ON L8S 1C3, Canada"," Hamilton",NULL,"43.25770000","-79.91440000","43.25908000","-79.91300000","43.25638000","-79.91570000",False,"ChIJmZN0tV-bLIgRijNfHci5utY","735P+36 Hamilton, Ontario","87M2735P+36",NULL,"4.2","ChIJmZN0tV-bLIgRijNfHci5utY","restaurant",45,"south china chinese food",77
717,"Great Wall Restaurant","OPERATIONAL","190 Kenilworth Ave N, Hamilton, ON L8H 4S2, Canada"," Hamilton",NULL,"43.24607000","-79.80740000","43.24744000","-79.80610000","43.24474000","-79.80880000",False,"ChIJhyFoYEeZLIgRKawauQEby_M","65WV+C3 Hamilton, Ontario","87M265WV+C3",NULL,"4.1","ChIJhyFoYEeZLIgRKawauQEby_M","restaurant",182,"great wall restaurant",218
718,"China Kiki","OPERATIONAL","491 Upper Wellington St, Hamilton, ON L9A 3P3, Canada"," Hamilton",NULL,"43.24074000","-79.86550000","43.24204000","-79.86420000","43.23934000","-79.86690000",False,"ChIJ_5WQe6ObLIgRBE00saU6rtA","64RM+7R Hamilton, Ontario","87M264RM+7R",NULL,"3.8","ChIJ_5WQe6ObLIgRBE00saU6rtA","restaurant",401,"china kiki",661
719,"The Dirty South","OPERATIONAL","10 Barton St E, Hamilton, ON L8L 2V5, Canada"," Hamilton",NULL,"43.26383000","-79.86540000","43.26522000","-79.86400000","43.26252000","-79.86670000",False,"ChIJh5qOnu6bLIgREvlmiWsidj0","747M+GR Hamilton, Ontario","87M2747M+GR",NULL,"4.4","ChIJh5qOnu6bLIgREvlmiWsidj0","restaurant",222,"the dirty south",3
720,"VERLAN","OPERATIONAL","304 Barton St E, Hamilton, ON L8L 2X5, Canada"," Hamilton",NULL,"43.26068000","-79.85260000","43.26210000","-79.85120000","43.25940000","-79.85390000",True,"ChIJ9z5nI0ibLIgRQK7KdeMA7mo","746W+7X Hamilton, Ontario","87M2746W+7X",NULL,"4.9","ChIJ9z5nI0ibLIgRQK7KdeMA7mo","restaurant",220,"verlan",449
